Gene_Family	Sub_Family	Genomic_Locus_Tag
Cytoplasmic ribosomal protein gene family	P0	At2g40010
Cytoplasmic ribosomal protein gene family	P0	At3g09200
Cytoplasmic ribosomal protein gene family	P0	At3g11250
Cytoplasmic ribosomal protein gene family	P1	At1g01100
Cytoplasmic ribosomal protein gene family	P1	At5g47700
Cytoplasmic ribosomal protein gene family	P1	At4g00810
Cytoplasmic ribosomal protein gene family	P1	At5g24510
Cytoplasmic ribosomal protein gene family	P1	At3g49460
Cytoplasmic ribosomal protein gene family	P2	At2g27720
Cytoplasmic ribosomal protein gene family	P2	At2g27710
Cytoplasmic ribosomal protein gene family	P2	At5g40040
Cytoplasmic ribosomal protein gene family	P2	At3g28500
Cytoplasmic ribosomal protein gene family	P2	At3g44590
Cytoplasmic ribosomal protein gene family	P3	At5g57290
Cytoplasmic ribosomal protein gene family	P3	At4g25890
Cytoplasmic ribosomal protein gene family	S10	At5g52650
Cytoplasmic ribosomal protein gene family	S10	At5g41520
Cytoplasmic ribosomal protein gene family	S10	At4g25740
Cytoplasmic ribosomal protein gene family	S11	At5g23740
Cytoplasmic ribosomal protein gene family	S11	At4g30800
Cytoplasmic ribosomal protein gene family	S11	At3g48930
Cytoplasmic ribosomal protein gene family	S12	At1g80800
Cytoplasmic ribosomal protein gene family	S12	At2g32060
Cytoplasmic ribosomal protein gene family	S12	At1g15930
Cytoplasmic ribosomal protein gene family	S13	At4g00100
Cytoplasmic ribosomal protein gene family	S13	At3g60770
Cytoplasmic ribosomal protein gene family	S14	At2g36160
Cytoplasmic ribosomal protein gene family	S14	At3g11510
Cytoplasmic ribosomal protein gene family	S14	At3g52580
Cytoplasmic ribosomal protein gene family	S15	At1g04270
Cytoplasmic ribosomal protein gene family	S15	At5g63070
Cytoplasmic ribosomal protein gene family	S15	At5g43640
Cytoplasmic ribosomal protein gene family	S15	At5g09490
Cytoplasmic ribosomal protein gene family	S15	At5g09500
Cytoplasmic ribosomal protein gene family	S15	At5g09510
Cytoplasmic ribosomal protein gene family	S15a	At2g39590
Cytoplasmic ribosomal protein gene family	S15a	At4g29430
Cytoplasmic ribosomal protein gene family	S15a	At3g46040
Cytoplasmic ribosomal protein gene family	S15a	At1g07770
Cytoplasmic ribosomal protein gene family	S15a	At2g19720
Cytoplasmic ribosomal protein gene family	S15a	At5g59850
Cytoplasmic ribosomal protein gene family	S16	At2g09990
Cytoplasmic ribosomal protein gene family	S16	At3g04230
Cytoplasmic ribosomal protein gene family	S16	At5g18380
Cytoplasmic ribosomal protein gene family	S17	At2g04390
Cytoplasmic ribosomal protein gene family	S17	At2g05220
Cytoplasmic ribosomal protein gene family	S17	At3g10610
Cytoplasmic ribosomal protein gene family	S17	At5g04800
Cytoplasmic ribosomal protein gene family	S18	At1g22780
Cytoplasmic ribosomal protein gene family	S18	At1g34030
Cytoplasmic ribosomal protein gene family	S18	At4g09800
Cytoplasmic ribosomal protein gene family	S19	At3g02080
Cytoplasmic ribosomal protein gene family	S19	At5g61170
Cytoplasmic ribosomal protein gene family	S19	At5g15520
Cytoplasmic ribosomal protein gene family	S2	At2g41840
Cytoplasmic ribosomal protein gene family	S2	At1g58380
Cytoplasmic ribosomal protein gene family	S2	At3g57490
Cytoplasmic ribosomal protein gene family	S2	At1g59359
Cytoplasmic ribosomal protein gene family	S2	At1g58983
Cytoplasmic ribosomal protein gene family	S2	At1g58684
Cytoplasmic ribosomal protein gene family	S20	At5g62300
Cytoplasmic ribosomal protein gene family	S20	At3g47370
Cytoplasmic ribosomal protein gene family	S20	At3g45030
Cytoplasmic ribosomal protein gene family	S21	At3g27450
Cytoplasmic ribosomal protein gene family	S21	At3g53890
Cytoplasmic ribosomal protein gene family	S21	At5g27700
Cytoplasmic ribosomal protein gene family	S23	At3g09680
Cytoplasmic ribosomal protein gene family	S23	At5g02960
Cytoplasmic ribosomal protein gene family	S24	At3g04920
Cytoplasmic ribosomal protein gene family	S24	At5g28060
Cytoplasmic ribosomal protein gene family	S25	At2g16360
Cytoplasmic ribosomal protein gene family	S25	At4g34555
Cytoplasmic ribosomal protein gene family	S25	At3g30740
Cytoplasmic ribosomal protein gene family	S25	At2g21580
Cytoplasmic ribosomal protein gene family	S25	At4g39200
Cytoplasmic ribosomal protein gene family	S26	At2g40590
Cytoplasmic ribosomal protein gene family	S26	At2g40510
Cytoplasmic ribosomal protein gene family	S26	At3g56340
Cytoplasmic ribosomal protein gene family	S27	At2g45710
Cytoplasmic ribosomal protein gene family	S27	At5g47930
Cytoplasmic ribosomal protein gene family	S27	At3g61110
Cytoplasmic ribosomal protein gene family	S27a	At2g47100
Cytoplasmic ribosomal protein gene family	S27a	At1g23410
Cytoplasmic ribosomal protein gene family	S27a	At3g62250
Cytoplasmic ribosomal protein gene family	S28	At3g10090
Cytoplasmic ribosomal protein gene family	S28	At5g03850
Cytoplasmic ribosomal protein gene family	S28	At5g64140
Cytoplasmic ribosomal protein gene family	S29	At3g43980
Cytoplasmic ribosomal protein gene family	S29	At3g44010
Cytoplasmic ribosomal protein gene family	S29	At4g33865
Cytoplasmic ribosomal protein gene family	S3	At2g31610
Cytoplasmic ribosomal protein gene family	S3	At5g35530
Cytoplasmic ribosomal protein gene family	S3	At3g53870
Cytoplasmic ribosomal protein gene family	S30	At2g19750
Cytoplasmic ribosomal protein gene family	S30	At5g56670
Cytoplasmic ribosomal protein gene family	S30	At4g29390
Cytoplasmic ribosomal protein gene family	S3a	At3g04840
Cytoplasmic ribosomal protein gene family	S3a	At4g34670
Cytoplasmic ribosomal protein gene family	S4	At2g17360
Cytoplasmic ribosomal protein gene family	S4	At5g58420
Cytoplasmic ribosomal protein gene family	S4	At5g07090
Cytoplasmic ribosomal protein gene family	S5	At2g37270
Cytoplasmic ribosomal protein gene family	S5	At3g11940
Cytoplasmic ribosomal protein gene family	S6	At4g31700
Cytoplasmic ribosomal protein gene family	S6	At5g10360
Cytoplasmic ribosomal protein gene family	S7	At3g02560
Cytoplasmic ribosomal protein gene family	S7	At1g48830
Cytoplasmic ribosomal protein gene family	S7	At5g16130
Cytoplasmic ribosomal protein gene family	S8	At5g59240
Cytoplasmic ribosomal protein gene family	S8	At5g20290
Cytoplasmic ribosomal protein gene family	S9	At4g12160
Cytoplasmic ribosomal protein gene family	S9	At5g39850
Cytoplasmic ribosomal protein gene family	S9	At5g15200
Cytoplasmic ribosomal protein gene family	Sa	At3g04770
Cytoplasmic ribosomal protein gene family	Sa	At1g72370
Cytoskeleton	Actin	AT3G18780
Cytoskeleton	Actin	AT3G53750
Cytoskeleton	Actin	AT3G12110
Cytoskeleton	Actin	AT3G46520
Cytoskeleton	Actin	AT5G09810
Cytoskeleton	Actin	AT2G37620
Cytoskeleton	Actin	AT5G59370
Cytoskeleton	Actin	AT1G49240
Cytoskeleton	Profilin	AT2G19760
Cytoskeleton	Profilin	AT4G29350
Cytoskeleton	Profilin	AT4G29340
Cytoskeleton	Profilin	AT5G56600
Dof family	NULL	At3g61850
Dof family	NULL	At2g46590
Dof family	NULL	At1g21340
Dof family	NULL	At1g26790
Dof family	NULL	At1g28310
Dof family	NULL	At1g29160
Dof family	NULL	At1g69570
Dof family	NULL	At2g34140
Dof family	NULL	At2g37590
Dof family	NULL	At3g45610
Dof family	NULL	At3g47500
Dof family	NULL	At3g50410
Dof family	NULL	At3g52440
Dof family	NULL	At3g55370
Dof family	NULL	At4g00940
Dof family	NULL	At4g21030
Dof family	NULL	At4g21040
Dof family	NULL	At4g21050
Dof family	NULL	At4g21080
Dof family	NULL	At4g38000
Dof family	NULL	At5g02460
Dof family	NULL	At5g60850
Dof family	NULL	At5g62430
Dof family	NULL	At5g62940
Dof family	NULL	At5g65590
Dof family	NULL	At5g66940
Dof family	NULL	At1g47655
Dof family	NULL	At1g64620
Dof family	NULL	At2g28510
Dof family	NULL	At4g24060
Dof family	NULL	At5g60200
Dof family	NULL	At2g28810
Dof family	NULL	At1g07640
Dof family	NULL	At5g39660
Dof family	NULL	At1g51700
Dof family	NULL	At3g21270
Dof family	NULL	At1g65940
E2F-DP Transcription Factor Family	NULL	At5g02470
E2F-DP Transcription Factor Family	NULL	At5g03410
E2F-DP Transcription Factor Family	NULL	At5g14960
E2F-DP Transcription Factor Family	NULL	At3g48160
E2F-DP Transcription Factor Family	NULL	At2g36010
E2F-DP Transcription Factor Family	NULL	At5g22220
E2F-DP Transcription Factor Family	NULL	At1g47870
E2F-DP Transcription Factor Family	NULL	At3g01330
EF-1alpha	NULL	At1g07920
EF-1alpha	NULL	At1g07930
EF-1alpha	NULL	At1g07940
EF-1alpha	NULL	At5g60390
EF-hand containing proteins	Group I	At1g02150
EF-hand containing proteins	Group I	At1g17090
EF-hand containing proteins	Group I	At1g47550
EF-hand containing proteins	Group I	At1g47560
EF-hand containing proteins	Group I	At1g55040
EF-hand containing proteins	Group I	At1g69030
EF-hand containing proteins	Group I	At1g74430
EF-hand containing proteins	Group I	At3g07740
EF-hand containing proteins	Group I	At3g13500
EF-hand containing proteins	Group I	At3g59270
EF-hand containing proteins	Group I	At4g00140
EF-hand containing proteins	Group I	At4g05520
EF-hand containing proteins	Group I	At5g06260
EF-hand containing proteins	Group I	At5g25230
EF-hand containing proteins	Group I	At5g40690
EF-hand containing proteins	Group I	At5g41840
EF-hand containing proteins	Group I	At2g03150
EF-hand containing proteins	Group I	At3g59820
EF-hand containing proteins	Group I	At1g06220
EF-hand containing proteins	Group I	At1g20760
EF-hand containing proteins	Group I	At1g73440
EF-hand containing proteins	Group I	At3g20290
EF-hand containing proteins	Group I	At1g21630
EF-hand containing proteins	Group II	At1g02270
EF-hand containing proteins	Group II	At1g05150
EF-hand containing proteins	Group II	At1g20490
EF-hand containing proteins	Group II	At1g20510
EF-hand containing proteins	Group II	At1g21540
EF-hand containing proteins	Group II	At1g23160
EF-hand containing proteins	Group II	At1g33790
EF-hand containing proteins	Group II	At1g44780
EF-hand containing proteins	Group II	At1g64850
EF-hand containing proteins	Group II	At1g80680
EF-hand containing proteins	Group II	At3g01780
EF-hand containing proteins	Group II	At3g02270
EF-hand containing proteins	Group II	At3g04860
EF-hand containing proteins	Group II	At3g14270
EF-hand containing proteins	Group II	At3g32010
EF-hand containing proteins	Group II	At3g32880
EF-hand containing proteins	Group II	At3g44330
EF-hand containing proteins	Group II	At3g46220
EF-hand containing proteins	Group II	At4g03790
EF-hand containing proteins	Group II	At4g05110
EF-hand containing proteins	Group II	At4g05120
EF-hand containing proteins	Group II	At4g05140
EF-hand containing proteins	Group II	At4g08050
EF-hand containing proteins	Group II	At4g08080
EF-hand containing proteins	Group II	At4g26700
EF-hand containing proteins	Group II	At5g12120
EF-hand containing proteins	Group II	At5g21130
EF-hand containing proteins	Group II	At5g22840
EF-hand containing proteins	Group II	At5g28150
EF-hand containing proteins	Group II	At5g46360
EF-hand containing proteins	Group II	At5g46370
EF-hand containing proteins	Group II	At5g46830
EF-hand containing proteins	Group II	At5g54130
EF-hand containing proteins	Group II	At5g55400
EF-hand containing proteins	Group II	At5g55630
EF-hand containing proteins	Group II	At5g58670
EF-hand containing proteins	Group II	At5g64060
EF-hand containing proteins	Group II	At2g30110
EF-hand containing proteins	Group II	At2g32450
EF-hand containing proteins	Group II	At2g35380
EF-hand containing proteins	Group II	At2g35800
EF-hand containing proteins	Group II	At3g32970
EF-hand containing proteins	Group II	At5g28340
EF-hand containing proteins	Group II	At5g28380
EF-hand containing proteins	Group II	At5g51050
EF-hand containing proteins	Group II	At5g07320
EF-hand containing proteins	Group II	At5g61810
EF-hand containing proteins	Group III	At1g03960
EF-hand containing proteins	Group III	At1g32410
EF-hand containing proteins	Group III	At3g18430
EF-hand containing proteins	Group III	At4g27280
EF-hand containing proteins	Group III	At4g39420
EF-hand containing proteins	Group III	At5g22760
EF-hand containing proteins	Group III	At5g54490
EF-hand containing proteins	Group III	At5g62250
EF-hand containing proteins	Group III	At1g54530
EF-hand containing proteins	Group III	At2g46600
EF-hand containing proteins	Group III	At1g53210
EF-hand containing proteins	Group III	At1g54450
EF-hand containing proteins	Group III	At3g17470
EF-hand containing proteins	Group III	At4g13440
EF-hand containing proteins	Group III	At4g25970
EF-hand containing proteins	Group III	At4g38810
EF-hand containing proteins	Group III	At5g28830
EF-hand containing proteins	Group III	At5g44090
EF-hand containing proteins	Group III	At5g47100
EF-hand containing proteins	Group III	At2g34020
EF-hand containing proteins	Group III	At2g34030
EF-hand containing proteins	Group III	At2g44310
EF-hand containing proteins	Group III	At1g64480
EF-hand containing proteins	Group III	At4g01420
EF-hand containing proteins	Group III	At4g16350
EF-hand containing proteins	Group III	At4g17615
EF-hand containing proteins	Group III	At4g26560
EF-hand containing proteins	Group III	At4g26570
EF-hand containing proteins	Group III	At4g33000
EF-hand containing proteins	Group III	At5g18580
EF-hand containing proteins	Group III	At5g24270
EF-hand containing proteins	Group III	At5g28850
EF-hand containing proteins	Group III	At5g28900
EF-hand containing proteins	Group III	At5g49480
EF-hand containing proteins	Group III	At5g55990
EF-hand containing proteins	Group III	At1g29020
EF-hand containing proteins	Group III	At4g32060
EF-hand containing proteins	Group III	At5g08580
EF-hand containing proteins	Group III	At5g57190
EF-hand containing proteins	Group III	At4g27790
EF-hand containing proteins	Group IV	At3g59450
EF-hand containing proteins	Group IV	At3g01830
EF-hand containing proteins	Group IV	At3g03430
EF-hand containing proteins	Group IV	At3g24110
EF-hand containing proteins	Group IV	At3g29000
EF-hand containing proteins	Group IV	At3g47480
EF-hand containing proteins	Group IV	At5g17480
EF-hand containing proteins	Group IV	At5g39670
EF-hand containing proteins	Group IV	At1g12310
EF-hand containing proteins	Group IV	At1g21550
EF-hand containing proteins	Group IV	At1g62820
EF-hand containing proteins	Group IV	At1g76650
EF-hand containing proteins	Group IV	At3g03400
EF-hand containing proteins	Group IV	At4g20780
EF-hand containing proteins	Group IV	At5g42380
EF-hand containing proteins	Group IV	At5g44460
EF-hand containing proteins	Group IV	At1g05990
EF-hand containing proteins	Group IV	At1g18210
EF-hand containing proteins	Group IV	At1g18530
EF-hand containing proteins	Group IV	At1g24620
EF-hand containing proteins	Group IV	At1g32250
EF-hand containing proteins	Group IV	At1g66400
EF-hand containing proteins	Group IV	At1g66410
EF-hand containing proteins	Group IV	At1g73630
EF-hand containing proteins	Group IV	At1g76640
EF-hand containing proteins	Group IV	At3g03000
EF-hand containing proteins	Group IV	At3g03410
EF-hand containing proteins	Group IV	At3g07490
EF-hand containing proteins	Group IV	At3g10190
EF-hand containing proteins	Group IV	At3g22930
EF-hand containing proteins	Group IV	At3g25600
EF-hand containing proteins	Group IV	At3g43810
EF-hand containing proteins	Group IV	At3g50360
EF-hand containing proteins	Group IV	At3g50770
EF-hand containing proteins	Group IV	At3g51920
EF-hand containing proteins	Group IV	At3g56800
EF-hand containing proteins	Group IV	At3g59440
EF-hand containing proteins	Group IV	At4g03290
EF-hand containing proteins	Group IV	At4g12860
EF-hand containing proteins	Group IV	At4g14640
EF-hand containing proteins	Group IV	At4g26470
EF-hand containing proteins	Group IV	At4g37010
EF-hand containing proteins	Group IV	At5g17470
EF-hand containing proteins	Group IV	At5g37770
EF-hand containing proteins	Group IV	At5g37780
EF-hand containing proteins	Group IV	At2g15680
EF-hand containing proteins	Group IV	At2g27030
EF-hand containing proteins	Group IV	At2g36180
EF-hand containing proteins	Group IV	At2g41090
EF-hand containing proteins	Group IV	At2g41110
EF-hand containing proteins	Group IV	At2g41410
EF-hand containing proteins	Group IV	At2g43290
EF-hand containing proteins	Group IV	At2g41100
EF-hand containing proteins	Group V	At3g10300
EF-hand containing proteins	Group V	At5g04170
EF-hand containing proteins	Group V	At2g27480
EF-hand containing proteins	Group VI	At1g01280
EF-hand containing proteins	Group VI	At1g02960
EF-hand containing proteins	Group VI	At1g19230
EF-hand containing proteins	Group VI	At1g64060
EF-hand containing proteins	Group VI	At1g76250
EF-hand containing proteins	Group VI	At3g44820
EF-hand containing proteins	Group VI	At3g45810
EF-hand containing proteins	Group VI	At3g63150
EF-hand containing proteins	Group VI	At4g05020
EF-hand containing proteins	Group VI	At4g08000
EF-hand containing proteins	Group VI	At4g26080
EF-hand containing proteins	Group VI	At4g28220
EF-hand containing proteins	Group VI	At4g39560
EF-hand containing proteins	Group VI	At5g05180
EF-hand containing proteins	Group VI	At5g07390
EF-hand containing proteins	Group VI	At5g07440
EF-hand containing proteins	Group VI	At5g13260
EF-hand containing proteins	Group VI	At5g13960
EF-hand containing proteins	Group VI	At5g44620
EF-hand containing proteins	Group VI	At5g51060
EF-hand containing proteins	Group VI	At5g59230
EF-hand containing proteins	Group VI	At2g20800
EF-hand containing proteins	Group VI	At2g47860
EF-hand containing proteins	Group VI	At1g09090
EF-hand containing proteins	Group VI	At3g05310
EF-hand containing proteins	Group VI	At4g03560
EF-hand containing proteins	Group VI	At4g25090
EF-hand containing proteins	Group VI	At5g27540
EF-hand containing proteins	Group VI	At5g47910
EF-hand containing proteins	Group VI	At5g60010
EICBPs	NULL	At1g67310
EICBPs	NULL	At3g16940
EICBPs	NULL	At4g16150
EICBPs	NULL	At5g09410
EICBPs	NULL	At5g64220
EICBPs	NULL	At2g22300
EIL Transcription Factor Family	NULL	At3g20770
EIL Transcription Factor Family	NULL	At2g27050
EIL Transcription Factor Family	NULL	At5g21120
EIL Transcription Factor Family	NULL	At1g73730
EIL Transcription Factor Family	NULL	At5g65100
EIL Transcription Factor Family	NULL	At5g10120
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At1g70330
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At4g05140
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At4g05130
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At1g61630
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At4g05110
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At4g05120
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At3g09990
Equilibrative Nucleoside Transporter Family (ENT)	NULL	At1g02630
Eukaryotic Initiation Factor Gene Family	EF1A - elongation factor 1A	AT1G07920
Eukaryotic Initiation Factor Gene Family	EF1A - elongation factor 1A	AT1G07930
Eukaryotic Initiation Factor Gene Family	EF1A - elongation factor 1A	AT1G07940
Eukaryotic Initiation Factor Gene Family	EF1A - elongation factor 1A	AT5G60390
Eukaryotic Initiation Factor Gene Family	EF1Balpha - elongation factor 1Balpha	AT5G19510
Eukaryotic Initiation Factor Gene Family	EF1Balpha - elongation factor 1Balpha	AT5G12110
Eukaryotic Initiation Factor Gene Family	EF1Bbeta - elongation factor 1Bbeta	AT1G30230
Eukaryotic Initiation Factor Gene Family	EF1Bbeta - elongation factor 1Bbeta	AT2G18110
Eukaryotic Initiation Factor Gene Family	EF1Bgamma - elongation factor 1Bgamma	AT1G57720
Eukaryotic Initiation Factor Gene Family	EF1Bgamma - elongation factor 1Bgamma	AT1G09640
Eukaryotic Initiation Factor Gene Family	EF2 - elongation factor 2	AT3G22980
Eukaryotic Initiation Factor Gene Family	EF2 - elongation factor 2	AT1G56070
Eukaryotic Initiation Factor Gene Family	eIF1 - eukaryotic initiation factor 1	AT5G54760
